P,Player,Week,Team,Opp,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Demaryius Thomas,3,DEN,CIN,12,7200,6400,17,24
TE,Jimmy Graham,3,SEA,SF,25,5200,3000,17,24
RB,Jerick McKinnon,4,MIN,NYG,2,5800,3900,17,19
WR,Doug Baldwin,11,SEA,PHI,19,6700,5700,17,22
WR,Tyrell Williams,12,SD,HOU,3,6500,6000,17,21
RB,Mike Gillislee,13,BUF,OAK,25,5400,4600,16.9,17
WR,Michael Crabtree,13,OAK,BUF,11,6400,6000,16.9,20
RB,Mike Gillislee,8,BUF,NE,9,5900,3800,16.9,18
WR,Greg Salas,2,BUF,NYJ,30,4500,3000,16.9,19
WR,Brandon Marshall,4,NYJ,SEA,1,7500,7000,16.9,19
RB,CJ Anderson,2,DEN,IND,32,7800,6800,16.8,18
WR,Cameron Meredith,6,CHI,JAX,28,5400,4100,16.8,25
RB,LeSean McCoy,5,BUF,LA,18,7800,6600,16.8,21
RB,Frank Gore,7,IND,TEN,10,6400,4700,16.8,19
RB,Jacquizz Rodgers,7,TB,SF,30,5600,4300,16.8,20
RB,Ezekiel Elliott,8,DAL,PHI,16,8500,7200,16.8,19
RB,CJ Anderson,7,DEN,HOU,19,7200,6200,16.7,20
RB,Tim Hightower,9,NO,SF,32,6100,4000,16.7,17
WR,Rishard Matthews,11,TEN,IND,16,6000,5100,16.7,24
TE,Charles Clay,15,BUF,CLE,31,4500,2800,16.7,20
WR,Jarvis Landry,2,MIA,NE,26,6500,6400,16.7,26
WR,Michael Thomas,3,NO,ATL,19,5200,4200,16.6,20
WR,AJ Green,8,CIN,WAS,14,8500,8800,16.6,24
RB,Tim Hightower,11,NO,CAR,3,6000,4700,16.6,21
WR,John Brown,15,ARI,NO,15,4900,3800,16.6,19
RB,DeMarco Murray,15,TEN,KC,16,7400,6900,16.6,19
RB,Jalen Richard,1,OAK,NO,30,0,3000,16.5,18
TE,Kyle Rudolph,3,MIN,CAR,23,5100,3100,16.5,20
WR,Devante Parker,16,MIA,BUF,9,6000,4200,16.5,19
WR,Anquan Boldin,12,DET,MIN,2,4800,3300,16.4,20
WR,Dez Bryant,13,DAL,MIN,2,7700,6900,16.4,18
RB,Latavius Murray,12,OAK,CAR,4,6600,5500,16.3,18
RB,Latavius Murray,14,OAK,KC,16,6800,5200,16.3,19
WR,Odell Beckham Jr,15,NYG,DET,8,8600,8000,16.3,19
RB,Isaiah Crowell,17,CLE,PIT,26,6100,4400,16.3,22
WR,Michael Thomas,6,NO,CAR,11,5400,4300,16.3,19
RB,Todd Gurley,5,LAR,BUF,21,7600,6500,16.3,19
WR,Brandon LaFell,7,CIN,CLE,21,5700,3900,16.3,18
WR,AJ Green,10,CIN,NYG,20,8700,8500,16.3,20
RB,DeMarco Murray,5,TEN,MIA,14,8400,7200,16.2,22
WR,Cordarrelle Patterson,7,MIN,PHI,4,4900,3200,16.2,20
WR,Russell Shepard,7,TB,SF,17,0,3000,16.2,19
RB,Matt Forte,9,NYJ,MIA,9,7500,6500,16.2,17
RB,Todd Gurley,16,LAR,SF,32,7900,6500,16.2,18
RB,Chris Thompson,16,WAS,CHI,5,4900,3700,16.2,17
FB,Jamize Olawale,11,OAK,HOU,20,4500,3000,16.2,18
WR,Cameron Meredith,14,CHI,DET,7,5400,4000,16.2,19
TE,Zach Ertz,14,PHI,WAS,21,5700,4900,16.2,24
WR,Golden Tate,15,DET,NYG,7,6100,6500,16.2,23
WR,Terrelle Pryor,12,CLE,NYG,11,6900,5600,16.1,22
WR,Terrance Williams,14,DAL,NYG,11,4600,3200,16.1,19
WR,Ty Montgomery,14,GB,SEA,8,4800,3900,16.1,18
WR,Dontrelle Inman,14,SD,CAR,29,5500,4800,16.1,19
WR,Taylor Gabriel,9,ATL,TB,27,4600,3000,16.1,19
TE,Antonio Gates,9,SD,TEN,25,5500,3000,16,19
WR,Robby Anderson,15,NYJ,MIA,22,4700,4200,16,18
WR,Eli Rogers,15,PIT,CIN,4,4800,3600,16,19
WR,Marqise Lee,16,JAX,TEN,30,5900,4300,16,18
TE,Jacob Tamme,2,ATL,OAK,3,5100,2900,16,19
RB,Ryan Mathews,2,PHI,CHI,7,6300,5800,16,17
WR,Mike Evans,2,TB,ARI,22,8100,7200,16,19
WR,Anquan Boldin,6,DET,LA,14,6000,3900,16,20
WR,Jordy Nelson,15,GB,CHI,24,7700,7300,15.9,22
RB,Lamar Miller,15,HOU,JAX,15,7200,5400,15.9,17
TE,Vance McDonald,9,SF,NO,13,4500,2600,15.9,17
RB,Todd Gurley,14,LAR,ATL,30,6900,5000,15.8,17
RB,Rob Kelley,14,WAS,PHI,9,5900,4200,15.8,17
TE,Cameron Brate,15,TB,DAL,26,5700,3800,15.8,18
WR,Quincy Enunwa,1,NYJ,CIN,12,5000,3800,15.8,19
RB,David Johnson,2,ARI,TB,16,9000,7600,15.8,17
WR,Marvin Jones,2,DET,TEN,11,6500,5500,15.8,23
WR,Jordy Nelson,2,GB,MIN,8,8200,7500,15.8,18
WR,Sterling Shepard,3,NYG,WAS,26,6500,5500,15.8,18
RB,Melvin Gordon,3,SD,IND,32,7100,5800,15.8,18
WR,Jamison Crowder,3,WAS,NYG,9,5000,3800,15.8,18
RB,Le'Veon Bell,6,PIT,MIA,15,9300,7900,15.8,19
WR,Sterling Shepard,16,NYG,PHI,31,5400,4600,15.8,19
WR,DeAndre Hopkins,17,HOU,TEN,30,7200,6500,15.8,22
WR,Brandon Marshall,12,NYJ,NE,7,7100,6100,15.7,19
WR,Taylor Gabriel,14,ATL,LA,21,5400,4300,15.7,17
WR,Stefon Diggs,9,MIN,DET,15,6500,5900,15.7,22
RB,Melvin Gordon,10,SD,MIA,12,8300,7100,15.7,18
WR,Sterling Shepard,2,NYG,NO,29,6200,5200,15.7,23
WR,Odell Beckham Jr,3,NYG,WAS,26,8900,9100,15.6,22
RB,Le'Veon Bell,15,PIT,CIN,20,9400,9800,15.6,18
RB,James Starks,11,GB,WAS,24,5500,4200,15.6,18
WR,Tyrell Williams,9,SD,TEN,13,5600,5000,15.5,19
WR,Tyreek Hill,16,KC,DEN,1,6400,5900,15.5,16
RB,Doug Martin,14,TB,NO,25,7300,6200,15.5,17
RB,DeMarco Murray,11,TEN,IND,25,8500,8200,15.4,17
RB,Jacquizz Rodgers,5,TB,CAR,15,5700,3000,15.4,21
RB,Isaiah Crowell,7,CLE,CIN,23,6400,4000,15.4,17
WR,Antonio Brown,7,PIT,NE,8,9000,9300,15.4,22
TE,Kyle Rudolph,10,MIN,WAS,15,5000,3600,15.4,18
WR,Donte Moncrief,1,IND,DET,16,6200,6000,15.4,18
RB,Duke Johnson,6,CLE,TEN,5,5100,3900,15.4,17
RB,Jalen Richard,16,OAK,IND,22,4900,3600,15.4,17
WR,Rod Streater,16,SF,LA,27,4500,3000,15.3,18
WR,Randall Cobb,5,GB,NYG,15,7100,6200,15.3,23
WR,Brandin Cooks,7,NO,KC,22,7700,7500,15.3,19
RB,James White,11,NE,SF,32,5900,4800,15.3,18
TE,Tyler Eifert,12,CIN,BAL,2,6400,5600,15.3,18
TE,Jimmy Graham,13,SEA,CAR,31,6400,5500,15.3,18
TE,Dwayne Allen,1,IND,DET,28,5500,3200,15.3,17
WR,Travis Benjamin,5,SD,OAK,31,6500,6500,15.2,22
RB,Giovani Bernard,7,CIN,CLE,22,6300,4800,15.2,16
RB,Devontae Booker,7,DEN,HOU,19,5600,3700,15.2,16
RB,DeMarco Murray,14,TEN,DEN,23,7900,7000,15.2,15
RB,CJ Prosise,11,SEA,PHI,8,4900,4200,15.1,16
WR,Torrey Smith,6,SF,BUF,13,5300,3300,15.1,17
TE,Delanie Walker,5,TEN,MIA,24,6400,4700,15.1,18
WR,Terrelle Pryor,8,CLE,NYJ,28,6900,6100,15.1,21
WR,Tyreek Hill,10,KC,CAR,28,4700,3800,15.1,20
WR,Adam Thielen,11,MIN,ARI,5,5900,3800,15,18
WR,Michael Crabtree,12,OAK,CAR,24,6700,6500,15,22
WR,Odell Beckham Jr,13,NYG,PIT,4,9000,8500,15,23
TE,Martellus Bennett,14,NE,BAL,2,5600,4200,15,17
WR,Deonte Thompson,15,CHI,GB,22,4500,3000,15,22
WR,Michael Crabtree,15,OAK,SD,9,6000,5900,15,18
WR,Mike Evans,17,TB,CAR,22,8400,8000,15,18
RB,LeSean McCoy,1,BUF,BAL,6,6900,6400,15,17
TE,Julius Thomas,1,JAX,GB,18,5800,3800,14.9,17
RB,TJ Yeldon,1,JAX,GB,15,6100,4100,14.9,17
WR,Eli Rogers,1,PIT,WAS,29,4500,4200,14.9,18
WR,Cameron Meredith,15,CHI,GB,22,5400,4200,14.9,22
TE,Hunter Henry,5,SD,OAK,23,5400,3300,14.9,16
RB,Devontae Booker,8,DEN,SD,27,5600,3700,14.9,18
RB,Chris Thompson,7,WAS,DET,8,4900,3100,14.8,18
WR,Michael Crabtree,8,OAK,TB,16,7100,6700,14.8,22
WR,Tajae Sharpe,11,TEN,IND,16,5100,3200,14.8,17
WR,Julio Jones,13,ATL,KC,31,8300,8700,14.8,21
RB,LeGarrette Blount,13,NE,LA,19,6600,5500,14.8,15
RB,Isaiah Crowell,1,CLE,PHI,28,5700,4200,14.8,16
WR,Jaron Brown,2,ARI,TB,23,4700,3300,14.8,16
RB,Frank Gore,3,IND,SD,24,5700,5000,14.8,15
WR,Randall Cobb,6,GB,DAL,9,7000,6000,14.8,18
RB,Jacquizz Rodgers,16,TB,NO,30,4900,4200,14.8,16
WR,Kenny Stills,12,MIA,SF,30,5700,3600,14.7,16
WR,Michael Thomas,15,NO,ARI,12,6400,6400,14.7,18
RB,Rob Kelley,8,WAS,CIN,21,5100,3000,14.7,15
RB,Ezekiel Elliott,11,DAL,BAL,1,8700,8000,14.7,17
WR,Jeremy Maclin,1,KC,SD,4,6800,6500,14.7,17
TE,Dennis Pitta,2,BAL,CLE,22,4800,2800,14.7,22
RB,Jordan Howard,4,CHI,DET,8,5600,3700,14.7,19
WR,Julio Jones,1,ATL,TB,25,9000,9400,14.6,17
WR,Devante Parker,2,MIA,NE,26,5800,4800,14.6,22
RB,David Johnson,14,ARI,MIA,14,9700,9800,14.6,18
WR,DeSean Jackson,15,WAS,CAR,27,6000,5500,14.6,21
TE,Dennis Pitta,17,BAL,CIN,29,4700,3400,14.6,20
FB,Aaron Ripkowski,17,GB,DET,9,4500,3000,14.6,16
WR,Tyreek Hill,17,KC,SD,8,6500,5600,14.6,17
WR,Cole Beasley,9,DAL,CLE,27,6300,5300,14.6,18
RB,Duke Johnson,8,CLE,NYJ,14,5100,3900,14.6,18
WR,Jeremy Kerley,10,SF,ARI,5,5100,3700,14.6,19
TE,Eric Ebron,11,DET,JAX,11,5400,4100,14.6,16
RB,Kapri Bibbs,9,DEN,OAK,24,4500,3500,14.5,15
WR,Steve Smith,10,BAL,CLE,25,5400,5500,14.5,17
RB,Damien Williams,10,MIA,SD,28,4500,3900,14.5,15
RB,Jonathan Stewart,15,CAR,WAS,29,6100,5200,14.5,18
RB,Shane Vereen,3,NYG,WAS,31,5200,3700,14.5,17
WR,Adam Humphries,3,TB,LA,4,4700,3000,14.5,22
WR,Rishard Matthews,6,TEN,CLE,19,5400,3400,14.5,16
WR,TY Hilton,16,IND,OAK,17,7600,7800,14.5,20
RB,Mack Brown,16,WAS,CHI,5,4500,3000,14.5,15
WR,Tyrell Williams,16,SD,CLE,24,6800,5800,14.4,16
WR,Adam Humphries,17,TB,CAR,22,4500,3700,14.4,19
WR,Antonio Brown,13,PIT,NYG,12,9000,9100,14.4,17
RB,Frank Gore,14,IND,HOU,21,6000,4800,14.4,15
RB,LeGarrette Blount,14,NE,BAL,1,6700,5300,14.4,15
WR,Pierre Garcon,14,WAS,PHI,27,5400,4200,14.4,17
WR,Ted Ginn,15,CAR,WAS,13,4800,4500,14.4,16
RB,Peyton Barber,7,TB,SF,30,4500,3000,14.4,14
RB,Bilal Powell,8,NYJ,CLE,28,5200,3500,14.4,15
WR,Seth Roberts,8,OAK,TB,16,5000,3000,14.4,16
WR,Kenny Britt,10,LAR,NYJ,21,6400,4900,14.4,21
WR,Tyler Boyd,11,CIN,BUF,13,4500,3000,14.4,17
WR,Cole Beasley,11,DAL,BAL,24,6400,5300,14.4,17
RB,Carlos Hyde,4,SF,DAL,12,6800,4200,14.4,15
TE,Levine Toilolo,6,ATL,SEA,3,4500,2500,14.4,16
TE,Jimmy Graham,4,SEA,NYJ,23,6400,4000,14.3,20
RB,Rashad Jennings,13,NYG,PIT,29,6200,4800,14.3,17
WR,Kelvin Benjamin,16,CAR,ATL,19,6700,5500,14.3,16
WR,Quincy Enunwa,7,NYJ,BAL,29,6000,4600,14.3,15
WR,Jamison Crowder,7,WAS,DET,28,6200,4300,14.3,21
RB,David Johnson,8,ARI,CAR,10,8700,7700,14.3,18
WR,Taylor Gabriel,8,ATL,GB,21,4600,3000,14.3,16
WR,Alshon Jeffery,8,CHI,MIN,2,6800,5900,14.3,16
RB,Jacquizz Rodgers,8,TB,OAK,24,6600,5800,14.3,15
TE,Antonio Gates,10,SD,MIA,13,5700,3900,14.3,16
WR,Tajae Sharpe,10,TEN,GB,24,4600,3000,14.3,16
WR,Marqise Lee,7,JAX,OAK,30,4500,3200,14.2,21
RB,Mark Ingram,7,NO,KC,18,6600,5400,14.2,17
RB,Tevin Coleman,1,ATL,TB,14,5200,4200,14.2,17
WR,Michael Crabtree,1,OAK,NO,27,6100,5500,14.2,18
WR,Michael Crabtree,3,OAK,TEN,13,6400,6000,14.2,21
RB,Jordan Howard,12,CHI,TEN,10,6800,5300,14.2,16
RB,Terrance West,15,BAL,PHI,13,5700,3900,14.2,16
WR,Bennie Fowler,12,DEN,KC,27,4500,3000,14.1,15
TE,Travis Kelce,12,KC,DEN,8,6300,4000,14.1,21
WR,Jarvis Landry,13,MIA,BAL,26,6400,5400,14.1,20
WR,Julian Edelman,13,NE,LA,18,6600,6800,14.1,21
WR,Robby Anderson,13,NYJ,IND,21,4600,3000,14.1,16
WR,Robby Anderson,14,NYJ,SF,32,4700,3000,14.1,17
WR,DeAndre Hopkins,5,HOU,MIN,2,8200,7700,14.1,17
WR,Odell Beckham Jr,5,NYG,GB,30,8500,8500,14.1,17
WR,Pierre Garcon,5,WAS,BAL,19,6000,3900,14.1,17
WR,Taylor Gabriel,10,ATL,PHI,14,4600,3400,14.1,15
TE,Vernon Davis,10,WAS,MIN,10,4500,2700,14.1,16
RB,Frank Gore,11,IND,TEN,10,6300,5000,14.1,16
RB,Tevin Coleman,2,ATL,OAK,18,6100,4500,14.1,15
TE,Hunter Henry,4,SD,NO,7,4500,2700,14.1,16
TE,Clive Walford,2,OAK,ATL,31,4700,2900,14,17
TE,Vance McDonald,2,SF,CAR,10,4600,3000,14,15
WR,Allen Robinson,4,JAX,IND,7,8300,8000,14,17
TE,Kyle Rudolph,4,MIN,NYG,13,5600,3400,14,17
RB,LeGarrette Blount,6,NE,CIN,17,7000,5000,14,15
RB,Jerick McKinnon,13,MIN,DAL,3,5500,3300,14,17
TE,Kyle Rudolph,14,MIN,JAX,9,5500,4000,14,16
TE,Antonio Gates,17,SD,KC,3,5800,3800,14,17
TE,Dwayne Allen,5,IND,CHI,5,5600,3100,14,17
RB,Ryan Mathews,5,PHI,DET,5,6300,4600,14,18
RB,LeSean McCoy,9,BUF,SEA,5,7400,6200,14,16
RB,Tevin Coleman,7,ATL,SD,27,6200,4900,13.9,14
WR,Breshad Perriman,10,BAL,CLE,25,5200,3600,13.9,15
WR,Dorial Green-Beckham,11,PHI,SEA,6,4800,3000,13.9,16
WR,Rishard Matthews,12,TEN,CHI,31,6200,5800,13.9,15
RB,Darren Sproles,13,PHI,CIN,21,5500,4400,13.9,17
WR,DeAndre Hopkins,1,HOU,CHI,10,8400,8800,13.9,16
WR,Willie Snead,2,NO,NYG,5,7200,5800,13.9,16
RB,Wendell Smallwood,3,PHI,PIT,17,4500,3000,13.9,14
WR,Kenny Stills,4,MIA,CIN,25,5100,3500,13.9,14
WR,DeSean Jackson,16,WAS,CHI,29,6300,5500,13.9,19
RB,Kenneth Dixon,17,BAL,CIN,19,5200,4200,13.8,15
WR,Marqise Lee,14,JAX,MIN,2,5400,3700,13.8,19
RB,Shaun Draughn,7,SF,TB,25,4500,3000,13.8,16
RB,Jeremy Hill,8,CIN,WAS,23,6500,4500,13.8,14
WR,Rishard Matthews,10,TEN,GB,24,5800,4200,13.8,15
WR,Marqise Lee,11,JAX,DET,17,4800,4000,13.8,16
TE,Travis Kelce,11,KC,TB,19,6100,4700,13.8,20
RB,Frank Gore,2,IND,DEN,3,5700,5000,13.8,15
WR,Eddie Royal,1,CHI,HOU,6,5100,3200,13.7,16
RB,Lamar Miller,1,HOU,CHI,23,7600,7000,13.7,19
WR,Stefon Diggs,1,MIN,TEN,21,6300,4800,13.7,20
RB,Latavius Murray,1,OAK,NO,30,6600,5600,13.7,14
RB,Ryan Mathews,1,PHI,CLE,19,6100,5700,13.7,14
WR,Nelson Agholor,1,PHI,CLE,31,5400,3500,13.7,16
WR,Dez Bryant,2,DAL,WAS,31,7700,8400,13.7,20
RB,Ezekiel Elliott,2,DAL,WAS,28,7900,7300,13.7,16
RB,Fozzy Whittaker,4,CAR,ATL,29,5800,3900,13.7,18
WR,TY Hilton,4,IND,JAX,23,7600,7000,13.7,17
RB,TJ Yeldon,4,JAX,IND,31,6700,4600,13.7,16
WR,Amari Cooper,11,OAK,HOU,3,7700,7500,13.7,16
WR,Kenny Britt,12,LAR,NO,15,7100,5400,13.7,16
WR,Kenny Britt,13,LAR,NE,9,6900,5000,13.7,15
TE,Kyle Rudolph,15,MIN,IND,23,5800,4300,13.7,18
RB,Jonathan Stewart,17,CAR,TB,24,6200,5100,13.7,14
WR,Anquan Boldin,17,DET,GB,32,4900,4100,13.7,16
TE,Greg Olsen,9,CAR,LA,11,7500,6200,13.7,16
TE,Martellus Bennett,10,NE,SEA,3,5300,3400,13.7,20
WR,Andrew Hawkins,5,CLE,NE,9,4600,3000,13.6,16
WR,Chris Hogan,5,NE,CLE,20,5000,4100,13.6,19
WR,Quinton Patton,9,SF,NO,17,4600,3000,13.6,20
TE,Zach Miller,11,CHI,NYG,10,5500,3800,13.6,15
RB,Todd Gurley,11,LAR,MIA,11,6700,5000,13.6,14
WR,Sterling Shepard,15,NYG,DET,8,5300,4600,13.6,16
WR,Tyrell Williams,2,SD,JAX,21,5400,3700,13.6,15
WR,Chris Hogan,1,NE,ARI,8,4700,3600,13.5,15
WR,Demaryius Thomas,2,DEN,IND,9,7000,6400,13.5,16
WR,Robert Woods,6,BUF,SF,18,5500,4200,13.5,16
WR,Sterling Shepard,11,NYG,CHI,32,5900,4700,13.5,16
WR,Mike Evans,11,TB,KC,23,8000,8100,13.5,20
WR,Donte Moncrief,12,IND,PIT,4,6900,6400,13.5,17
WR,Tavon Austin,12,LAR,NO,15,4900,4200,13.5,16
WR,Taylor Gabriel,15,ATL,SF,31,5800,5600,13.5,15
RB,Frank Gore,15,IND,MIN,10,5900,4400,13.5,19
RB,Rob Kelley,15,WAS,CAR,8,5900,4700,13.5,16
RB,Jordan Howard,17,CHI,MIN,7,7400,6800,13.5,17
RB,Tevin Coleman,17,ATL,NO,30,6400,5100,13.4,15
TE,Jordan Cameron,2,MIA,NE,16,4900,2800,13.4,16
WR,Trey Burton,2,PHI,CHI,24,4500,2500,13.4,16
RB,Devonta Freeman,4,ATL,CAR,16,7200,5500,13.4,14
TE,Martellus Bennett,4,NE,BUF,2,6300,3500,13.4,19
WR,Ty Montgomery,6,GB,DAL,9,4500,3000,13.4,19
WR,Demaryius Thomas,5,DEN,ATL,26,7700,6900,13.4,16
TE,Rob Gronkowski,5,NE,CLE,27,7200,6500,13.4,19
WR,Jalin Marshall,9,NYJ,MIA,25,4500,3000,13.4,15
WR,Davante Adams,8,GB,ATL,17,6600,4900,13.4,19
WR,Ted Ginn,11,CAR,NO,18,5100,3900,13.4,15
WR,Sammy Watkins,14,BUF,PIT,3,6000,5300,13.4,15
WR,Cordarrelle Patterson,11,MIN,ARI,5,5300,3500,13.3,15
TE,Dion Sims,12,MIA,SF,10,4500,2500,13.3,15
WR,DeAndre Hopkins,13,HOU,GB,30,6700,6000,13.3,15
RB,Doug Martin,13,TB,SD,27,6500,5700,13.3,14
RB,Jordan Howard,16,CHI,WAS,29,7200,6300,13.3,17
TE,Eric Ebron,16,DET,DAL,26,5700,3600,13.3,17
RB,Jeremy Langford,1,CHI,HOU,10,6200,4700,13.3,14
WR,Corey Brown,4,CAR,ATL,20,4800,3000,13.3,16
TE,Jack Doyle,6,IND,HOU,1,4800,2500,13.3,15
RB,Darren Sproles,16,PHI,NYG,10,5300,3900,13.3,14
RB,Derrick Henry,17,TEN,HOU,15,5100,4900,13.3,14
WR,Cole Beasley,5,DAL,CIN,21,5500,4300,13.3,15
TE,Jesse James,5,PIT,NYJ,26,4500,2900,13.3,16
WR,Eli Rogers,9,PIT,BAL,26,4800,3200,13.3,19
RB,Isaiah Crowell,8,CLE,NYJ,14,5900,3700,13.3,14
RB,Lamar Miller,8,HOU,DET,11,7400,6300,13.3,14
RB,Melvin Gordon,5,SD,OAK,28,7700,7000,13.2,15
WR,Willie Snead,7,NO,KC,22,6800,5900,13.2,18
WR,Terrelle Pryor,9,CLE,DAL,14,7000,6100,13.2,16
RB,Frank Gore,8,IND,KC,17,6300,4700,13.2,14
WR,DeSean Jackson,1,WAS,PIT,30,6600,6100,13.2,19
WR,Eddie Royal,2,CHI,PHI,2,5300,3500,13.2,15
WR,Phillip Dorsett,4,IND,JAX,23,6400,4700,13.2,14
WR,Mohamed Sanu,6,ATL,SEA,3,5500,4300,13.2,16
TE,Eric Ebron,1,DET,IND,23,5100,3900,13.1,16
WR,Brandon Marshall,2,NYJ,BUF,18,7600,7500,13.1,19
WR,Adam Humphries,9,TB,ATL,26,5300,3100,13.1,16
RB,Giovani Bernard,8,CIN,WAS,23,6200,5200,13.1,14
WR,Devin Funchess,10,CAR,KC,25,4800,3200,13.1,15
WR,DeSean Jackson,11,WAS,GB,29,6000,4800,13.1,15
WR,Jordy Nelson,12,GB,PHI,19,8000,7400,13.1,17
TE,Lance Kendricks,12,LAR,NO,19,4800,3000,13.1,15
WR,Aldrick Robinson,15,ATL,SF,31,4500,3400,13.1,18
RB,Travaris Cadet,15,NO,ARI,3,4500,3000,13.1,16
WR,Demaryius Thomas,7,DEN,HOU,3,7300,6300,13,16
WR,Donte Moncrief,9,IND,GB,22,6100,5800,13,15
RB,TJ Yeldon,9,JAX,KC,17,5600,3600,13,17
WR,Torrey Smith,2,SF,CAR,3,5400,4700,13,15
RB,Matt Jones,2,WAS,DAL,12,6200,4500,13,14
WR,Jamison Crowder,2,WAS,DAL,20,5100,3600,12.9,16
WR,Kenny Britt,9,LAR,CAR,31,6000,4400,12.9,15
WR,John Brown,8,ARI,CAR,24,5900,4700,12.9,15
WR,Deonte Thompson,12,CHI,TEN,21,4500,3000,12.9,15
WR,Breshad Perriman,13,BAL,MIA,16,5200,3100,12.9,14
WR,Amari Cooper,13,OAK,BUF,11,7800,7300,12.9,14
WR,Terrelle Pryor,17,CLE,PIT,3,5900,4200,12.9,16
WR,Cobi Hamilton,17,PIT,CLE,23,4500,3000,12.9,14
WR,Michael Thomas,16,NO,TB,16,6900,6000,12.8,16
WR,Larry Fitzgerald,17,ARI,LA,26,6600,6000,12.8,15
WR,Bryan Walters,17,JAX,IND,11,4500,3000,12.8,17
TE,Cameron Brate,9,TB,ATL,28,5400,3300,12.8,15
TE,CJ Fiedorowicz,8,HOU,DET,30,4900,2800,12.8,15
RB,Darren Sproles,8,PHI,DAL,2,4900,3700,12.8,15
WR,Devante Parker,10,MIA,SD,17,5600,4300,12.8,18
WR,Anquan Boldin,2,DET,TEN,11,5700,4500,12.8,15
TE,CJ Fiedorowicz,4,HOU,TEN,13,4500,2500,12.8,15
WR,Alshon Jeffery,6,CHI,JAX,28,7600,7100,12.8,16
WR,Jamison Crowder,12,WAS,DAL,16,6300,5800,12.8,17
WR,Larry Fitzgerald,13,ARI,WAS,13,7000,7100,12.8,18
WR,Tyreek Hill,15,KC,TEN,32,6400,5700,12.8,13
RB,Devonta Freeman,16,ATL,CAR,8,7800,7100,12.8,17
RB,Jalen Richard,11,OAK,HOU,20,5000,3300,12.7,14
TE,Charles Clay,14,BUF,PIT,16,4500,2600,12.7,14
WR,DeAndre Hopkins,15,HOU,JAX,5,6500,5000,12.7,17
RB,Jalen Richard,5,OAK,SD,30,4900,3300,12.7,16
TE,Eric Ebron,9,DET,MIN,12,5400,3100,12.7,16
TE,Delanie Walker,9,TEN,SD,15,6400,4600,12.7,15
WR,Sterling Shepard,10,NYG,CIN,6,5800,4500,12.7,15
TE,Demetrius Harris,16,KC,DEN,9,4500,2500,12.7,16
WR,Steve Smith,3,BAL,JAX,28,6300,4100,12.7,17
RB,Lamar Miller,3,HOU,NE,11,7000,7200,12.7,15
RB,Orleans Darkwa,3,NYG,WAS,31,4500,3000,12.7,13
RB,Fozzy Whittaker,2,CAR,SF,2,4800,3000,12.6,18
WR,Odell Beckham Jr,2,NYG,NO,29,9400,9500,12.6,17
WR,Devante Parker,3,MIA,CLE,25,6200,4900,12.6,14
WR,Brice Butler,4,DAL,SF,15,4500,3000,12.6,15
WR,Kelvin Benjamin,6,CAR,NO,25,7800,8100,12.6,17
WR,Jarvis Landry,6,MIA,PIT,8,6900,6800,12.6,16
RB,Giovani Bernard,5,CIN,DAL,12,5500,4400,12.6,16
WR,Cordarrelle Patterson,5,MIN,HOU,3,4600,3000,12.6,15
WR,Tyreek Hill,7,KC,NO,24,4500,3000,12.6,13
WR,Jordan Norwood,9,DEN,OAK,26,4500,3000,12.6,14
WR,Michael Floyd,10,ARI,SF,27,5000,3800,12.6,18
WR,Seth Roberts,12,OAK,CAR,24,4900,3000,12.6,14
RB,Jonathan Stewart,14,CAR,SD,26,6500,5400,12.6,13
TE,Travis Kelce,14,KC,OAK,22,6500,5700,12.6,18
WR,Brandon LaFell,15,CIN,PIT,3,5600,4700,12.6,16
WR,Demaryius Thomas,15,DEN,NE,10,6700,6300,12.6,16
WR,Travis Benjamin,15,SD,OAK,18,4800,3800,12.6,14
TE,Zach Ertz,11,PHI,SEA,6,4700,3200,12.5,16
RB,Carlos Hyde,11,SF,NE,13,6500,4900,12.5,14
TE,Delanie Walker,12,TEN,CHI,6,6100,4900,12.5,14
WR,Josh Bellamy,13,CHI,SF,32,4500,3000,12.5,15
RB,TJ Yeldon,14,JAX,MIN,12,5300,3800,12.5,16
TE,Ryan Griffin,15,HOU,JAX,13,4500,2500,12.5,17
TE,Erik Swoope,15,IND,MIN,10,4500,2500,12.5,14
RB,Devonta Freeman,7,ATL,SD,27,7500,5900,12.5,15
TE,Lance Kendricks,9,LAR,CAR,31,4500,2900,12.5,16
WR,Sterling Shepard,9,NYG,PHI,7,5600,4600,12.5,14
WR,Alshon Jeffery,1,CHI,HOU,6,7500,7900,12.5,18
WR,Davante Adams,1,GB,JAX,15,5300,4300,12.5,14
WR,Terrelle Pryor,4,CLE,WAS,29,7000,4300,12.5,15
RB,DeMarco Murray,6,TEN,CLE,24,8800,7700,12.5,13
WR,Michael Crabtree,16,OAK,IND,12,6200,6100,12.5,16
TE,Gary Barnidge,17,CLE,PIT,19,4500,2900,12.5,15
WR,TY Hilton,17,IND,JAX,6,7800,7600,12.5,16
WR,Davante Adams,16,GB,MIN,2,6600,5400,12.4,14
WR,Victor Cruz,16,NYG,PHI,31,4500,3300,12.4,16
WR,Larry Fitzgerald,8,ARI,CAR,24,7000,7500,12.4,17
WR,Brandin Cooks,8,NO,SEA,9,7200,7300,12.4,14
